sequence,period_id,period_order,period_title,date_original,battle_title,source_url,source_note,reliability,raw_text
909,sui,10,隋朝（589－618）,616年,雀鼠谷之战,https://zh.wikipedia.org/wiki/%E9%9B%80%E9%BC%A0%E8%B0%B7%E4%B9%8B%E6%88%98,,未分级,雀鼠谷之战 616年
910,sui,10,隋朝（589－618）,616年,李渊击突厥之战,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%B8%8A%E5%87%BB%E7%AA%81%E5%8E%A5%E4%B9%8B%E6%88%98,,未分级,李渊击突厥之战 616年
911,sui,10,隋朝（589－618）,616年,隋王仁恭击突厥之战,https://zh.wikipedia.org/wiki/%E9%9A%8B%E7%8E%8B%E4%BB%81%E6%81%AD%E5%87%BB%E7%AA%81%E5%8E%A5%E4%B9%8B%E6%88%98,,未分级,隋王仁恭击突厥之战 616年
912,sui,10,隋朝（589－618）,616年,罗艺起事,https://zh.wikipedia.org/wiki/%E7%BD%97%E8%89%BA,,未分级,罗艺起事 616年
913,sui,10,隋朝（589－618）,617年,杜伏威击陈棱之战,https://zh.wikipedia.org/wiki/%E6%9D%9C%E4%BC%8F%E5%A8%81%E5%87%BB%E9%99%88%E7%A8%9C%E4%B9%8B%E6%88%98,,未分级,杜伏威击陈棱之战 617年
914,sui,10,隋朝（589－618）,617年,徐圆朗起义,https://zh.wikipedia.org/wiki/%E5%BE%90%E5%9C%93%E6%9C%97,,未分级,徐圆朗起义 617年
915,sui,10,隋朝（589－618）,617年,洛口仓之战,https://zh.wikipedia.org/wiki/%E6%B4%9B%E5%8F%A3%E4%BB%93%E4%B9%8B%E6%88%98,,未分级,洛口仓之战 617年
916,sui,10,隋朝（589－618）,617年,石子河之战,https://zh.wikipedia.org/wiki/%E7%9F%B3%E5%AD%90%E6%B2%B3%E4%B9%8B%E6%88%98,,未分级,石子河之战 617年
917,sui,10,隋朝（589－618）,617年,王子英起义,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%AD%90%E8%8B%B1%E8%B5%B7%E4%B9%89,,未分级,王子英起义 617年
918,sui,10,隋朝（589－618）,617年,梁师都起事,https://zh.wikipedia.org/wiki/%E6%A2%81%E5%B8%AB%E9%83%BD,,未分级,梁师都起事 617年
919,sui,10,隋朝（589－618）,617年,刘武周起事,https://zh.wikipedia.org/wiki/%E5%88%98%E6%AD%A6%E5%91%A8,,未分级,刘武周起事 617年
920,sui,10,隋朝（589－618）,617年,张子路起义,https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%AD%90%E8%B7%AF,,未分级,张子路起义 617年
921,sui,10,隋朝（589－618）,617年,李通德起义,https://zh.wikipedia.org/wiki/%E6%9D%8E%E9%80%9A%E5%BE%B7,,未分级,李通德起义 617年
922,sui,10,隋朝（589－618）,617年,郭子和起义,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%AD%90%E5%92%8C,,未分级,郭子和起义 617年
923,sui,10,隋朝（589－618）,617年,薛举起事,https://zh.wikipedia.org/wiki/%E8%96%9B%E4%B8%BE,,未分级,薛举起事 617年
924,sui,10,隋朝（589－618）,617年,突厥攻扰晋阳之战,https://zh.wikipedia.org/wiki/%E7%AA%81%E5%8E%A5%E6%94%BB%E6%89%B0%E6%99%8B%E9%98%B3%E4%B9%8B%E6%88%98,,未分级,突厥攻扰晋阳之战 617年
925,sui,10,隋朝（589－618）,617年,河间之战,https://zh.wikipedia.org/wiki/%E6%B2%B3%E9%97%B4%E4%B9%8B%E6%88%98,,未分级,河间之战 617年
926,sui,10,隋朝（589－618）,617年,杨世洛起义,https://zh.wikipedia.org/wiki/%E6%9D%A8%E4%B8%96%E6%B4%9B,,未分级,杨世洛起义 617年
927,sui,10,隋朝（589－618）,617年,黑石之战,https://zh.wikipedia.org/wiki/%E9%BB%91%E7%9F%B3%E4%B9%8B%E6%88%98,,未分级,黑石之战 617年
928,sui,10,隋朝（589－618）,617年,萧铣起事,https://zh.wikipedia.org/wiki/%E8%90%A7%E9%93%A3,,未分级,萧铣起事 617年
929,sui,10,隋朝（589－618）,617年,窦建德兼并魏刀儿之战,https://zh.wikipedia.org/wiki/%E7%AA%A6%E5%BB%BA%E5%BE%B7%E5%85%BC%E5%B9%B6%E9%AD%8F%E5%88%80%E5%84%BF%E4%B9%8B%E6%88%98,,未分级,窦建德兼并魏刀儿之战 617年
930,sui,10,隋朝（589－618）,617年,綦公顺起义,https://zh.wikipedia.org/wiki/%E7%B6%A6%E5%85%AC%E9%A1%BA,,未分级,綦公顺起义 617年
931,sui,10,隋朝（589－618）,617年,张善安起义,https://zh.wikipedia.org/wiki/%E5%BC%B5%E5%96%84%E5%AE%89,,未分级,张善安起义 617年
932,sui,10,隋朝（589－618）,617年,李轨起事,https://zh.wikipedia.org/wiki/%E6%9D%8E%E8%BD%A8,,未分级,李轨起事 617年
933,sui,10,隋朝（589－618）,618年,洛南之战,https://zh.wikipedia.org/wiki/%E6%B4%9B%E5%8D%97%E4%B9%8B%E6%88%98,,未分级,洛南之战 618年
934,sui,10,隋朝（589－618）,618年,宇文化及江都之乱,https://zh.wikipedia.org/wiki/%E6%B1%9F%E9%83%BD%E5%85%B5%E5%8F%98,,未分级,宇文化及江都之乱 618年
935,sui,10,隋朝（589－618）,618年,显福宫之战,https://zh.wikipedia.org/wiki/%E6%98%BE%E7%A6%8F%E5%AE%AB%E4%B9%8B%E6%88%98,,未分级,显福宫之战 618年
