sequence,period_id,period_order,period_title,date_original,battle_title,source_url,source_note,reliability,raw_text
395,spring_autumn,4,春秋时期（前770年－前476年）,前548年,晋联合诸侯攻齐之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E8%81%94%E5%90%88%E8%AF%B8%E4%BE%AF%E6%94%BB%E9%BD%90%E4%B9%8B%E6%88%98,,未分级,前548年－ 晋联合诸侯攻齐之战
396,spring_autumn,4,春秋时期（前770年－前476年）,前548年,吴攻楚巢城之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E6%94%BB%E6%A5%9A%E5%B7%A2%E5%9F%8E%E4%B9%8B%E6%88%98,,未分级,前548年－ 吴攻楚巢城之战
397,spring_autumn,4,春秋时期（前770年－前476年）,前547年,秦、楚攻吴、郑之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E3%80%81%E6%A5%9A%E6%94%BB%E5%90%B4%E3%80%81%E9%83%91%E4%B9%8B%E6%88%98,,未分级,前547年－ 秦、楚攻吴、郑之战
398,spring_autumn,4,春秋时期（前770年－前476年）,前547年,楚率诸侯军攻郑之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%8E%87%E8%AF%B8%E4%BE%AF%E5%86%9B%E6%94%BB%E9%83%91%E4%B9%8B%E6%88%98,,未分级,前547年－ 楚率诸侯军攻郑之战
399,spring_autumn,4,春秋时期（前770年－前476年）,前547年,茅氏之战,https://zh.wikipedia.org/wiki/%E8%8C%85%E6%B0%8F%E4%B9%8B%E6%88%98,,未分级,前547年－ 茅氏之战
400,spring_autumn,4,春秋时期（前770年－前476年）,前546年,春秋弭兵会盟,https://zh.wikipedia.org/wiki/%E6%98%A5%E7%A7%8B%E5%BC%AD%E5%85%B5%E4%BC%9A%E7%9B%9F,,未分级,前546年－ 春秋弭兵会盟
401,spring_autumn,4,春秋时期（前770年－前476年）,前541年,鲁攻莒取郓之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E8%8E%92%E5%8F%96%E9%83%93%E4%B9%8B%E6%88%98,,未分级,前541年－ 鲁攻莒取郓之战
402,spring_autumn,4,春秋时期（前770年－前476年）,前541年,太原之战,https://zh.wikipedia.org/wiki/%E5%A4%AA%E5%8E%9F%E4%B9%8B%E6%88%B0,,未分级,前541年－ 太原之战
403,spring_autumn,4,春秋时期（前770年－前476年）,前538年,朱方之战,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%96%B9%E4%B9%8B%E6%88%98,,未分级,前538年－ 朱方之战
404,spring_autumn,4,春秋时期（前770年－前476年）,前537年,鹊岸之战,https://zh.wikipedia.org/wiki/%E9%B9%8A%E5%B2%B8%E4%B9%8B%E6%88%98,,未分级,前537年－ 鹊岸之战
405,spring_autumn,4,春秋时期（前770年－前476年）,前537年,蚡泉之战,https://zh.wikipedia.org/wiki/%E8%9A%A1%E6%B3%89%E4%B9%8B%E6%88%98,,未分级,前537年－ 蚡泉之战
406,spring_autumn,4,春秋时期（前770年－前476年）,前536年,房钟之战,https://zh.wikipedia.org/wiki/%E6%88%BF%E9%92%9F%E4%B9%8B%E6%88%98,,未分级,前536年－ 房钟之战
407,spring_autumn,4,春秋时期（前770年－前476年）,前536年,齐攻北燕之战,https://zh.wikipedia.org/wiki/%E9%BD%8A%E6%94%BB%E5%8C%97%E7%87%95%E4%B9%8B%E6%88%B0,,未分级,前536年－ 齐攻北燕之战
408,spring_autumn,4,春秋时期（前770年－前476年）,前534年,楚灭陈之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%81%AD%E9%99%88%E4%B9%8B%E6%88%98,,未分级,前534年－ 楚灭陈之战
409,spring_autumn,4,春秋时期（前770年－前476年）,前532年,鲁攻莒取郠之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E8%8E%92%E5%8F%96%E9%83%A0%E4%B9%8B%E6%88%98,,未分级,前532年－ 鲁攻莒取郠之战
410,spring_autumn,4,春秋时期（前770年－前476年）,前531年,楚灭蔡之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%81%AD%E8%94%A1%E4%B9%8B%E6%88%98,,未分级,前531年－ 楚灭蔡之战
411,spring_autumn,4,春秋时期（前770年－前476年）,前530年,豫章之战,https://zh.wikipedia.org/wiki/%E8%B1%AB%E7%AB%A0%E4%B9%8B%E6%88%98,,未分级,前530年－ 豫章之战
412,spring_autumn,4,春秋时期（前770年－前476年）,前530年,晋灭肥、伐鲜虞之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E7%81%AD%E8%82%A5%E3%80%81%E4%BC%90%E9%B2%9C%E8%99%9E%E4%B9%8B%E6%88%98,,未分级,前530年－ 晋灭肥、伐鲜虞之战
413,spring_autumn,4,春秋时期（前770年－前476年）,前529年,公子比叛楚之战,https://zh.wikipedia.org/wiki/%E5%85%AC%E5%AD%90%E6%AF%94%E5%8F%9B%E6%A5%9A%E4%B9%8B%E6%88%98,,未分级,前529年－ 公子比叛楚之战
414,spring_autumn,4,春秋时期（前770年－前476年）,前529年,吴灭州来之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E7%81%AD%E5%B7%9E%E6%9D%A5%E4%B9%8B%E6%88%98,,未分级,前529年－ 吴灭州来之战
415,spring_autumn,4,春秋时期（前770年－前476年）,前529年,鲁季平子攻费之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E5%AD%A3%E5%B9%B3%E5%AD%90%E6%94%BB%E8%B4%B9%E4%B9%8B%E6%88%98,,未分级,前529年－ 鲁季平子攻费之战
416,spring_autumn,4,春秋时期（前770年－前476年）,前528年,费邑叛南氏之战,https://zh.wikipedia.org/wiki/%E8%B4%B9%E9%82%91%E5%8F%9B%E5%8D%97%E6%B0%8F%E4%B9%8B%E6%88%98,,未分级,前528年－ 费邑叛南氏之战
417,spring_autumn,4,春秋时期（前770年－前476年）,前528年,楚灭养氏之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%81%AD%E5%85%BB%E6%B0%8F%E4%B9%8B%E6%88%98,,未分级,前528年－ 楚灭养氏之战
418,spring_autumn,4,春秋时期（前770年－前476年）,前527年,晋荀吴攻鲜虞之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E8%8D%80%E5%90%B4%E6%94%BB%E9%B2%9C%E8%99%9E%E4%B9%8B%E6%88%98,,未分级,前527年－ 晋荀吴攻鲜虞之战
419,spring_autumn,4,春秋时期（前770年－前476年）,前526年,齐攻徐至蒲隧之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E6%94%BB%E5%BE%90%E8%87%B3%E8%92%B2%E9%9A%A7%E4%B9%8B%E6%88%98,,未分级,前526年－ 齐攻徐至蒲隧之战
420,spring_autumn,4,春秋时期（前770年－前476年）,前525年,晋灭陆浑之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E7%81%AD%E9%99%86%E6%B5%91%E4%B9%8B%E6%88%98,,未分级,前525年－ 晋灭陆浑之战
421,spring_autumn,4,春秋时期（前770年－前476年）,前525年,长岸之战,https://zh.wikipedia.org/wiki/%E9%95%BF%E5%B2%B8%E4%B9%8B%E6%88%98,,未分级,前525年－ 长岸之战
422,spring_autumn,4,春秋时期（前770年－前476年）,前524年,宋、邾虫之战,https://zh.wikipedia.org/wiki/%E5%AE%8B%E3%80%81%E9%82%BE%E8%99%AB%E4%B9%8B%E6%88%98,,未分级,前524年－ 宋、邾虫之战
423,spring_autumn,4,春秋时期（前770年－前476年）,前523年,齐高发攻莒之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E9%AB%98%E5%8F%91%E6%94%BB%E8%8E%92%E4%B9%8B%E6%88%98,,未分级,前523年－ 齐高发攻莒之战
424,spring_autumn,4,春秋时期（前770年－前476年）,前523年,楚舟师攻濮之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E8%88%9F%E5%B8%88%E6%94%BB%E6%BF%AE%E4%B9%8B%E6%88%98,,未分级,前523年－ 楚舟师攻濮之战
425,spring_autumn,4,春秋时期（前770年－前476年）,前522年,郑镇压萑苻奴隶之乱之战,https://zh.wikipedia.org/wiki/%E9%83%91%E9%95%87%E5%8E%8B%E8%90%91%E8%8B%BB%E5%A5%B4%E9%9A%B6%E4%B9%8B%E4%B9%B1%E4%B9%8B%E6%88%98,,未分级,前522年－ 郑镇压萑苻奴隶之乱之战
426,spring_autumn,4,春秋时期（前770年－前476年）,前521年,宋平华氏叛乱之战,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%B9%B3%E5%8D%8E%E6%B0%8F%E5%8F%9B%E4%B9%B1%E4%B9%8B%E6%88%98,,未分级,前521年－ 宋平华氏叛乱之战
427,spring_autumn,4,春秋时期（前770年－前476年）,前520年,周王子朝之乱之战,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%AD%90%E6%9C%9D%E4%B9%8B%E4%B9%B1,,未分级,前520年－ 周王子朝之乱之战
428,spring_autumn,4,春秋时期（前770年－前476年）,前520年,齐北郭启攻莒之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E5%8C%97%E9%83%AD%E5%90%AF%E6%94%BB%E8%8E%92%E4%B9%8B%E6%88%98,,未分级,前520年－ 齐北郭启攻莒之战
429,spring_autumn,4,春秋时期（前770年－前476年）,前519年,鸡父之战,https://zh.wikipedia.org/wiki/%E9%B8%A1%E7%88%B6%E4%B9%8B%E6%88%98,,未分级,前519年－ 鸡父之战
430,spring_autumn,4,春秋时期（前770年－前476年）,前518年,吴灭巢与钟离之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E7%81%AD%E5%B7%A2%E4%B8%8E%E9%92%9F%E7%A6%BB%E4%B9%8B%E6%88%98,,未分级,前518年－ 吴灭巢与钟离之战
431,spring_autumn,4,春秋时期（前770年－前476年）,前515年,吴、楚潜之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E3%80%81%E6%A5%9A%E6%BD%9C%E4%B9%8B%E6%88%98,,未分级,前515年－ 吴、楚潜之战
432,spring_autumn,4,春秋时期（前770年－前476年）,前513年,郓民溃之战,https://zh.wikipedia.org/wiki/%E9%83%93%E6%B0%91%E6%BA%83%E4%B9%8B%E6%88%98,,未分级,前513年－ 郓民溃之战
433,spring_autumn,4,春秋时期（前770年－前476年）,前513年,赵车叛周之战,https://zh.wikipedia.org/wiki/%E8%B5%B5%E8%BD%A6%E5%8F%9B%E5%91%A8%E4%B9%8B%E6%88%98,,未分级,前513年－ 赵车叛周之战
434,spring_autumn,4,春秋时期（前770年－前476年）,前512年,吴灭徐之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E7%81%AD%E5%BE%90%E4%B9%8B%E6%88%98,,未分级,前512年－ 吴灭徐之战
435,spring_autumn,4,春秋时期（前770年－前476年）,前511年,吴攻楚潜、六之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E6%94%BB%E6%A5%9A%E6%BD%9C%E3%80%81%E5%85%AD%E4%B9%8B%E6%88%98,,未分级,前511年－ 吴攻楚潜、六之战
436,spring_autumn,4,春秋时期（前770年－前476年）,前510年,吴攻越檇里之战,https://zh.wikipedia.org/wiki/%E6%AA%87%E9%87%8C%E4%B9%8B%E6%88%98,,未分级,前510年－ 吴攻越檇里之战
437,spring_autumn,4,春秋时期（前770年－前476年）,前508年,豫章之战,https://zh.wikipedia.org/wiki/%E8%B1%AB%E7%AB%A0%E4%B9%8B%E6%88%98,,未分级,前508年－ 豫章之战
438,spring_autumn,4,春秋时期（前770年－前476年）,前507年,鲜虞攻晋平中之战,https://zh.wikipedia.org/wiki/%E9%B2%9C%E8%99%9E%E6%94%BB%E6%99%8B%E5%B9%B3%E4%B8%AD%E4%B9%8B%E6%88%98,,未分级,前507年－ 鲜虞攻晋平中之战
439,spring_autumn,4,春秋时期（前770年－前476年）,前506年,柏举之战,https://zh.wikipedia.org/wiki/%E6%9F%8F%E8%88%89%E4%B9%8B%E6%88%B0,,未分级,前506年－ 柏举之战
440,spring_autumn,4,春秋时期（前770年－前476年）,前506年,蔡灭沈之战,https://zh.wikipedia.org/wiki/%E8%94%A1%E7%81%AD%E6%B2%88%E4%B9%8B%E6%88%98,,未分级,前506年－ 蔡灭沈之战
441,spring_autumn,4,春秋时期（前770年－前476年）,前505年,复郢之战,https://zh.wikipedia.org/wiki/%E5%A4%8D%E9%83%A2%E4%B9%8B%E6%88%98,,未分级,前505年－ 复郢之战
442,spring_autumn,4,春秋时期（前770年－前476年）,前505年,越入吴之战,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%85%A5%E5%90%B4%E4%B9%8B%E6%88%98,,未分级,前505年－ 越入吴之战
443,spring_autumn,4,春秋时期（前770年－前476年）,前504年,郑破许之战,https://zh.wikipedia.org/wiki/%E9%83%91%E7%A0%B4%E8%AE%B8%E4%B9%8B%E6%88%98,,未分级,前504年－ 郑破许之战
444,spring_autumn,4,春秋时期（前770年－前476年）,前504年,鲁攻郑取匡之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E9%83%91%E5%8F%96%E5%8C%A1%E4%B9%8B%E6%88%98,,未分级,前504年－ 鲁攻郑取匡之战
445,spring_autumn,4,春秋时期（前770年－前476年）,前504年,吴败楚水、陆军之战,https://zh.wikipedia.org/wiki/%E5%90%B4%E8%B4%A5%E6%A5%9A%E6%B0%B4%E3%80%81%E9%99%86%E5%86%9B%E4%B9%8B%E6%88%98,,未分级,前504年－ 吴败楚水、陆军之战
446,spring_autumn,4,春秋时期（前770年－前476年）,前503年,齐攻鲁之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E6%94%BB%E9%B2%81%E4%B9%8B%E6%88%98,,未分级,前503年－ 齐攻鲁之战
447,spring_autumn,4,春秋时期（前770年－前476年）,前502年,鲁平阳虎之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E5%B9%B3%E9%98%B3%E8%99%8E%E4%B9%8B%E6%88%98,,未分级,前502年－ 鲁平阳虎之战
448,spring_autumn,4,春秋时期（前770年－前476年）,前501年,中牟之战,https://zh.wikipedia.org/wiki/%E4%B8%AD%E7%89%9F%E4%B9%8B%E6%88%98,,未分级,前501年－ 中牟之战
449,spring_autumn,4,春秋时期（前770年－前476年）,前501年,鲁攻齐阳州之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E9%BD%90%E9%98%B3%E5%B7%9E%E4%B9%8B%E6%88%98,,未分级,前501年－ 鲁攻齐阳州之战
450,spring_autumn,4,春秋时期（前770年－前476年）,前501年,周平仪栗之战,https://zh.wikipedia.org/wiki/%E5%91%A8%E5%B9%B3%E4%BB%AA%E6%A0%97%E4%B9%8B%E6%88%98,,未分级,前501年－ 周平仪栗之战
451,spring_autumn,4,春秋时期（前770年－前476年）,前500年,晋攻卫之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E6%94%BB%E5%8D%AB%E4%B9%8B%E6%88%98,,未分级,前500年－ 晋攻卫之战
452,spring_autumn,4,春秋时期（前770年－前476年）,前500年,鲁攻侯犯之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E4%BE%AF%E7%8A%AF%E4%B9%8B%E6%88%98,,未分级,前500年－ 鲁攻侯犯之战
453,spring_autumn,4,春秋时期（前770年－前476年）,前498年,卫攻曹占郊之战,https://zh.wikipedia.org/wiki/%E5%8D%AB%E6%94%BB%E6%9B%B9%E5%8D%A0%E9%83%8A%E4%B9%8B%E6%88%98,,未分级,前498年－ 卫攻曹占郊之战
454,spring_autumn,4,春秋时期（前770年－前476年）,前498年,费人攻鲁反堕三都之战,https://zh.wikipedia.org/wiki/%E5%A0%95%E4%B8%89%E9%83%BD,,未分级,前498年－ 费人攻鲁反堕三都之战
455,spring_autumn,4,春秋时期（前770年－前476年）,前497年,晋卿争权之战,https://zh.wikipedia.org/wiki/%E6%99%8B%E5%8D%BF%E4%BA%89%E6%9D%83%E4%B9%8B%E6%88%98,,未分级,前497年－ 晋卿争权之战
456,spring_autumn,4,春秋时期（前770年－前476年）,前497年,联合攻晋之战,https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E6%94%BB%E6%99%8B%E4%B9%8B%E6%88%98,,未分级,前497年－ 联合攻晋之战
457,spring_autumn,4,春秋时期（前770年－前476年）,前496年,檇李之战,https://zh.wikipedia.org/wiki/%E6%AA%87%E6%9D%8E%E4%B9%8B%E6%88%B0,,未分级,前496年－ 檇李之战
458,spring_autumn,4,春秋时期（前770年－前476年）,前496年,楚灭顿之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%81%AD%E9%A1%BF%E4%B9%8B%E6%88%98,,未分级,前496年－ 楚灭顿之战
459,spring_autumn,4,春秋时期（前770年－前476年）,前495年,楚灭胡之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%81%AD%E8%83%A1%E4%B9%8B%E6%88%98,,未分级,前495年－ 楚灭胡之战
460,spring_autumn,4,春秋时期（前770年－前476年）,前495年,郑罕达攻宋之战,https://zh.wikipedia.org/wiki/%E9%83%91%E7%BD%95%E8%BE%BE%E6%94%BB%E5%AE%8B%E4%B9%8B%E6%88%98,,未分级,前495年－ 郑罕达攻宋之战
461,spring_autumn,4,春秋时期（前770年－前476年）,前494年,夫椒之战,https://zh.wikipedia.org/wiki/%E5%A4%AB%E6%A4%92%E4%B9%8B%E6%88%98,,未分级,前494年－ 夫椒之战
462,spring_autumn,4,春秋时期（前770年－前476年）,前494年,楚攻蔡之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E6%94%BB%E8%94%A1%E4%B9%8B%E6%88%98,,未分级,前494年－ 楚攻蔡之战
463,spring_autumn,4,春秋时期（前770年－前476年）,前494年,齐、卫、鲁、鲜虞救范氏之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E3%80%81%E5%8D%AB%E3%80%81%E9%B2%81%E3%80%81%E9%B2%9C%E8%99%9E%E6%95%91%E8%8C%83%E6%B0%8F%E4%B9%8B%E6%88%98,,未分级,前494年－ 齐、卫、鲁、鲜虞救范氏之战
464,spring_autumn,4,春秋时期（前770年－前476年）,前493年,齐、郑攻晋之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E3%80%81%E9%83%91%E6%94%BB%E6%99%8B%E4%B9%8B%E6%88%98,,未分级,前493年－ 齐、郑攻晋之战
465,spring_autumn,4,春秋时期（前770年－前476年）,前493年,鲁攻邾之战,https://zh.wikipedia.org/wiki/%E9%B2%81%E6%94%BB%E9%82%BE%E4%B9%8B%E6%88%98,,未分级,前493年－ 鲁攻邾之战
466,spring_autumn,4,春秋时期（前770年－前476年）,前492年,齐、卫攻戚之战,https://zh.wikipedia.org/wiki/%E9%BD%90%E3%80%81%E5%8D%AB%E6%94%BB%E6%88%9A%E4%B9%8B%E6%88%98,,未分级,前492年－ 齐、卫攻戚之战
467,spring_autumn,4,春秋时期（前770年－前476年）,前492年,赵鞅围朝歌之战,https://zh.wikipedia.org/wiki/%E8%B5%B5%E9%9E%85%E5%9B%B4%E6%9C%9D%E6%AD%8C%E4%B9%8B%E6%88%98,,未分级,前492年－ 赵鞅围朝歌之战
